"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","total_sq_footage","total_baths","logsaleprice","logBSMTFinSF1","logTotalBSMTSF","logGrLivArea"
50,20,"RL",66,7742,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,0,0,0,"NoData","MnPrv","NoData",0,1,2007,"WD","Normal",127000,1910,2,11.7519502394255,6.63856778916652,6.8627579130514,6.86171134048073
52,50,"RM",52,6240,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,0,0,0,"NoData","MnPrv","Shed",400,9,2006,"WD","Normal",114500,1992,1,11.6483388355627,0,6.70563909486,7.06987412845857
53,90,"RM",110,8472,"Grvl","NoData","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ",104,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"NoData","CarPort",1963,"Unf",2,516,"TA","TA","Y",106,0,0,0,0,0,"NoData","NoData","NoData",0,5,2010,"WD","Normal",110000,1632,2,11.6082447356423,4.65396035015752,6.70563909486,6.70441435496411
54,20,"RL",68,50271,"Pave","NoData","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,"Gd","Attchd",1981,"Fin",3,894,"TA","TA","Y",857,72,0,0,0,0,"NoData","NoData","NoData",0,11,2006,"WD","Normal",385000,3684,2.5,12.8610012106691,7.50163445788341,7.51914995766982,7.51860721681525
55,80,"RL",60,7134,"Pave","NoData","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Min1",1,"TA","Detchd",1962,"Unf",2,572,"TA","TA","Y",0,50,0,0,0,0,"NoData","MnPrv","NoData",0,2,2007,"WD","Normal",130000,1744,1,11.7752974217158,5.95324333428778,5.95324333428778,7.2152399787301
56,20,"RL",100,10175,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf",0,935,1425,"GasA","Gd","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1964,"RFn",2,576,"TA","TA","Y",0,0,0,407,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",180500,2850,2,12.1034915969059,6.19644412779452,7.26262860097424,7.26192709270275
57,160,"FV",24,2645,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf",0,321,970,"GasA","Ex","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,"NoData","Attchd",1999,"Fin",2,480,"TA","TA","Y",115,0,0,0,0,0,"NoData","NoData","NoData",0,8,2009,"WD","Abnorml",172500,2709,3.5,12.0581583125382,6.47697236288968,6.87832646829133,7.46106551435428
58,60,"RL",89,11645,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"NoData","NoData","NoData",0,8,2006,"WD","Normal",196500,2580,2.5,12.188422799337,0,6.75809450442773,7.4500795698075
59,60,"RL",66,13682,"Pave","NoData","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1410,1410,"GasA","Ex","Y","SBrkr",1426,1519,0,2945,0,0,3,1,3,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,641,"TA","TA","Y",192,0,37,0,0,0,"NoData","NoData","NoData",0,10,2006,"New","Partial",438780,4355,3.5,12.9917557065369,0,7.25205395185281,7.98786409608569
60,20,"RL",60,7200,"Pave","NoData","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf",0,148,780,"GasA","Ex","Y","SBrkr",780,0,0,780,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Detchd",1973,"Unf",1,352,"TA","TA","Y",196,0,0,0,0,0,"NoData","MnPrv","NoData",0,1,2008,"WD","Normal",124900,1560,1,11.7352767024867,6.45047042214418,6.66057514983969,6.65929391968364
61,20,"RL",63,13072,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"NoData","Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"NoData","NoData","NoData",0,5,2006,"New","Partial",158000,2316,2.5,11.970356641103,6.84800527457636,7.05531284333975,7.05444965813294
62,75,"RM",60,7200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,530,530,"GasA","TA","N","SBrkr",581,530,0,1111,0,0,1,0,3,1,"Fa",6,"Typ",0,"NoData","Detchd",1935,"Unf",1,288,"TA","TA","N",0,0,144,0,0,0,"NoData","NoData","NoData",0,3,2007,"WD","Normal",101000,1641,1,11.5228856967645,0,6.27476202124194,7.01301578963963
63,120,"RL",44,6442,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,0,0,0,"NoData","NoData","NoData",0,10,2007,"WD","Normal",202500,2740,2,12.2185001037881,3.2188758248682,7.22329567956231,7.22256601882217
64,70,"RM",50,10300,"Pave","NoData","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,"NoData","Detchd",1990,"Unf",2,480,"TA","TA","Y",12,11,64,0,0,0,"NoData","GdPrv","NoData",0,4,2010,"WD","Normal",140000,2286,2,11.8494048444231,0,6.3578422665081,7.44424864949671
66,60,"RL",76,9591,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"RFn",3,852,"TA","TA","Y",192,151,0,0,0,0,"NoData","NoData","NoData",0,10,2007,"WD","Normal",317000,3616,2.5,12.6666602074286,0,7.04228617193974,7.81318726752142
68,20,"RL",72,10665,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2003,"RFn",2,558,"TA","TA","Y",144,29,0,0,0,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",226000,2932,3,12.3282947030234,6.92165818415113,7.28207365809346,7.2991214627108
69,30,"RM",47,4608,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,6,2010,"WD","Normal",80000,1494,1,11.2897944135779,0,6.61740297797448,6.61606518513282
70,50,"RL",81,15593,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf",0,701,1304,"GasW","TA","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1953,"Fin",2,667,"TA","TA","Y",0,21,114,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",225000,3591,2,12.3238601256211,6.40357419793482,7.17395831975679,7.73499619402278
71,20,"RL",95,13651,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,"TA","TA","Y",300,0,0,0,0,0,"NoData","NoData","NoData",0,2,2007,"WD","Normal",244000,4446,3,12.4049276026276,7.53955882930103,7.70706265537047,7.7066129139642
72,20,"RL",69,7599,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf",0,280,845,"GasA","TA","Y","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Detchd",1987,"Unf",2,360,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",129500,1690,2,11.7714438820996,6.33859407820318,6.74051935960622,6.73933662735717
73,60,"RL",74,10141,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,"NoData","NoData","NoData",0,12,2009,"WD","Normal",185000,2550,2.5,12.1281165094513,0,6.72503364216684,7.4489161025442
74,20,"RL",85,10200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,"NoData","GdWo","NoData",0,5,2010,"WD","Normal",144900,2172,2,11.8838060295962,5.77144112313002,6.99117688712121,6.99025650049388
75,50,"RM",60,5790,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"NoData","Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,"NoData","NoData","NoData",0,5,2010,"WD","Normal",107400,2445,2,11.5843247720005,0,6.73459165997295,7.38087903556412
76,180,"RM",21,1596,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,"NoData","BuiltIn",1973,"Unf",1,297,"TA","TA","Y",120,101,0,0,0,0,"NoData","GdWo","NoData",0,11,2009,"WD","Normal",91000,1450,2,11.4186257744496,6.13772705408623,6.13772705408623,6.89568269774787
78,50,"RM",50,8635,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"NoData","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,"NoData","MnPrv","NoData",0,1,2008,"WD","Normal",127000,1957,2,11.7519502394255,5.82008293035236,6.51174532964473,7.15851399732932
79,90,"RL",72,10778,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,4,2010,"WD","Normal",136500,3536,2,11.8240872195876,0,7.47816969415979,7.47760424319759
80,50,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,"NoData","Detchd",1966,"Unf",2,440,"TA","TA","Y",74,0,128,0,0,0,"NoData","MnPrv","NoData",0,5,2009,"WD","Normal",110000,1670,1.5,11.6082447356423,0,6.08904487544685,7.11476944836646
81,60,"RL",100,13000,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,"TA","TA","Y",0,72,0,0,252,0,"NoData","NoData","NoData",0,6,2009,"WD","Normal",193500,3038,2.5,12.1730379593973,6.10702288774225,6.7990558620588,7.66949525100769
82,120,"RM",32,4500,"Pave","NoData","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,"NoData","Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,"NoData","NoData","NoData",0,3,2006,"WD","Normal",153500,2574,3,11.9414623606461,7.09174211509515,7.12125245324454,7.19818357710194
83,20,"RL",78,10206,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,758,"TA","TA","Y",144,99,0,0,0,0,"NoData","NoData","NoData",0,10,2008,"WD","Normal",245000,3126,2,12.4090175711512,3.52636052461616,7.35500192110526,7.35436233042148
84,20,"RL",80,8892,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ",0,"NoData","Detchd",1974,"Unf",2,461,"TA","TA","Y",74,0,0,0,0,0,"NoData","NoData","NoData",0,7,2007,"COD","Normal",126500,2130,1.5,11.7480054922568,0,6.97166860472579,6.97073007814353
86,60,"RL",121,16059,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1288,1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1991,"Unf",2,462,"TA","TA","Y",127,82,0,0,0,0,"NoData","NoData","NoData",0,4,2006,"WD","Normal",260000,3705,2.5,12.4684407561441,0,7.16162200293919,7.79028238070348
87,60,"RL",122,11911,"Pave","NoData","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,"NoData","NoData","NoData",0,3,2009,"WD","Normal",174000,2244,2.5,12.0668163253066,0,6.52941883826223,7.35244110024358
88,160,"FV",40,3951,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,"NoData","Detchd",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,"NoData","NoData","NoData",0,6,2009,"New","Partial",164500,1836,2.5,12.0106719281964,0,6.41836493593621,7.10987946307227
89,50,"C (all)",105,8470,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","N",0,0,156,0,0,0,"NoData","MnPrv","NoData",0,10,2009,"ConLD","Abnorml",85000,2539,1,11.3504183001091,0,6.92165818415113,7.3304052118444
90,20,"RL",60,8070,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",0,402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,8,2007,"WD","Normal",123600,1980,2,11.7248139145879,6.37842618365159,6.89871453432999,6.89770494312864
91,20,"RL",60,7200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","NoData","NoData","NoData","NoData",0,"NoData",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,0,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",109900,1040,1,11.6073352395314,0,0,6.94697599213542
92,20,"RL",85,8500,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",0,635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,"NoData","Attchd",1961,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,"NoData","GdWo","NoData",0,12,2006,"WD","Abnorml",98600,2470,1,11.4988366825271,6.39859493453521,7.11963563801764,7.11882624906208
93,30,"RL",80,13360,"Pave","Grvl","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",0,163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,"NoData","Detchd",1921,"Unf",2,432,"TA","TA","Y",0,0,44,0,0,0,"NoData","NoData","NoData",0,8,2009,"WD","Normal",163500,1840,2,12.0045743855087,6.57088296233958,6.77650699237218,6.87109129461055
94,190,"C (all)",60,7200,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",0,168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,"TA","TA","Y",0,0,0,0,99,0,"NoData","NoData","NoData",0,11,2007,"WD","Normal",133900,3505,2.5,11.8048559999113,6.95368421087054,7.10249935577465,7.7367436824535
95,60,"RL",69,9337,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",0,176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,"NoData","Attchd",1997,"RFn",2,684,"TA","TA","Y",0,162,0,0,0,0,"NoData","NoData","NoData",0,5,2007,"WD","Normal",204750,2610,3.5,12.2295498857083,6.47543271670409,6.71538338633468,7.48773376143644
97,20,"RL",78,10264,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",0,426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,"NoData","Attchd",1999,"RFn",2,472,"TA","TA","Y",158,29,0,0,0,0,"NoData","NoData","NoData",0,8,2006,"WD","Normal",214000,3176,2,12.2737359668903,7.05875815251866,7.37086016653672,7.37023064180708
98,20,"RL",73,10921,"Pave","NoData","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",0,440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1965,"Fin",1,432,"TA","TA","P",120,0,0,0,0,0,"NoData","NoData","NoData",0,5,2007,"WD","Normal",94750,1920,2,11.4590076769787,6.25575004175337,6.86797440897029,6.86693328446188
